comp(1),comp_corrected(1),raman_shift(1),vidro(5-5),comp(2),comp_corrected(2),raman_shift(2),vidro(5-5),comp(3),comp_corrected(1),raman_shift(3),vidro(10-10),comp(4),comp_corrected(1),raman_shift(4),vidro(10-10)
446.5,457.5,6713.505074,1.9315,496.5,507.5,5295.566502,0.8409,546.5,557.5,4285.002491,1.7523,596.5,607.5,2062.780269,1.9228
447,458,6737.367436,1.9219,497,508,5314.96063,0.8288,547,558,4301.075269,1.7405,597,608,2078.853047,1.9148
447.5,458.5,6761.177754,1.9816,497.5,508.5,5334.316618,0.8364,547.5,558.5,4317.119268,1.7323,597.5,608.5,2094.897046,1.9081
448,459,6784.936197,2.0301,498,509,5353.634578,0.8481,548,559,4333.134566,1.7205,598,609,2110.912343,1.9058
448.5,459.5,6808.642935,2.0628,498.5,509.5,5372.914622,0.8444,548.5,559.5,4349.121239,1.7074,598.5,609.5,2126.899017,1.9077
449,460,6832.298137,2.1905,499,510,5392.156863,0.8298,549,560,4365.079365,1.7101,599,610,2142.857143,1.9054
449.5,460.5,6855.90197,2.1566,499.5,510.5,5411.36141,0.7948,549.5,560.5,4381.00902,1.7097,599.5,610.5,2158.786798,1.8974
450,461,6879.454602,1.978,500,511,5430.528376,0.75,550,561,4396.910279,1.694,600,611,2174.688057,1.8896
,,,,,,,,,,,,600.5,,#DIV/0!,1.8828
,,,,,,,,,,,,601,,#DIV/0!,1.8745
,,,,,,,,,,,,601.5,,#DIV/0!,1.8665
,,,,,,,,,,,,602,,#DIV/0!,1.8616
,,,,,,,,,,,,602.5,,#DIV/0!,1.8502
,,,,,,,,,,,,603,,#DIV/0!,1.8412
,,,,,,,,,,,,603.5,,#DIV/0!,1.835
,,,,,,,,,,,,604,,#DIV/0!,1.8267
,,,,,,,,,,,,604.5,,#DIV/0!,1.8157
,,,,,,,,,,,,605,,#DIV/0!,1.8095
,,,,,,,,,,,,605.5,,#DIV/0!,1.8022
,,,,,,,,,,,,606,,#DIV/0!,1.7954
,,,,,,,,,,,,606.5,,#DIV/0!,1.7849
,,,,,,,,,,,,607,,#DIV/0!,1.778
,,,,,,,,,,,,607.5,,#DIV/0!,1.7751
,,,,,,,,,,,,608,,#DIV/0!,1.774
,,,,,,,,,,,,608.5,,#DIV/0!,1.7727
,,,,,,,,,,,,609,,#DIV/0!,1.7709
,,,,,,,,,,,,609.5,,#DIV/0!,1.7651
,,,,,,,,,,,,610,,#DIV/0!,1.7619
,,,,,,,,,,,,610.5,,#DIV/0!,1.759
,,,,,,,,,,,,611,,#DIV/0!,1.7594
,,,,,,,,,,,,611.5,,#DIV/0!,1.7589
,,,,,,,,,,,,612,,#DIV/0!,1.7581
,,,,,,,,,,,,612.5,,#DIV/0!,1.7526
,,,,,,,,,,,,613,,#DIV/0!,1.7558
,,,,,,,,,,,,613.5,,#DIV/0!,1.7575
,,,,,,,,,,,,614,,#DIV/0!,1.7511
,,,,,,,,,,,,614.5,,#DIV/0!,1.7453
,,,,,,,,,,,,615,,#DIV/0!,1.745
,,,,,,,,,,,,615.5,,#DIV/0!,1.7423
,,,,,,,,,,,,616,,#DIV/0!,1.7391
,,,,,,,,,,,,616.5,,#DIV/0!,1.7364
,,,,,,,,,,,,617,,#DIV/0!,1.7335
,,,,,,,,,,,,617.5,,#DIV/0!,1.7294
,,,,,,,,,,,,618,,#DIV/0!,1.7243
,,,,,,,,,,,,618.5,,#DIV/0!,1.7208
,,,,,,,,,,,,619,,#DIV/0!,1.7163
,,,,,,,,,,,,619.5,,#DIV/0!,1.7098
,,,,,,,,,,,,620,,#DIV/0!,1.7035
,,,,,,,,,,,,620.5,,#DIV/0!,1.6992
,,,,,,,,,,,,621,,#DIV/0!,1.6986
,,,,,,,,,,,,621.5,,#DIV/0!,1.6961
,,,,,,,,,,,,622,,#DIV/0!,1.6913
,,,,,,,,,,,,622.5,,#DIV/0!,1.6845
,,,,,,,,,,,,623,,#DIV/0!,1.6814
,,,,,,,,,,,,623.5,,#DIV/0!,1.6777
,,,,,,,,,,,,624,,#DIV/0!,1.6691
,,,,,,,,,,,,624.5,,#DIV/0!,1.6678
,,,,,,,,,,,,625,,#DIV/0!,1.6669
,,,,,,,,,,,,625.5,,#DIV/0!,1.6607
,,,,,,,,,,,,626,,#DIV/0!,1.6587
,,,,,,,,,,,,626.5,,#DIV/0!,1.6534
,,,,,,,,,,,,627,,#DIV/0!,1.6482
,,,,,,,,,,,,627.5,,#DIV/0!,1.6446
,,,,,,,,,,,,628,,#DIV/0!,1.6426
,,,,,,,,,,,,628.5,,#DIV/0!,1.6421
,,,,,,,,,,,,629,,#DIV/0!,1.6412
,,,,,,,,,,,,629.5,,#DIV/0!,1.6394
,,,,,,,,,,,,630,,#DIV/0!,1.6377
,,,,,,,,,,,,630.5,,#DIV/0!,1.6353
,,,,,,,,,,,,631,,#DIV/0!,1.6325
,,,,,,,,,,,,631.5,,#DIV/0!,1.627
,,,,,,,,,,,,632,,#DIV/0!,1.6205
,,,,,,,,,,,,632.5,,#DIV/0!,1.6136
,,,,,,,,,,,,633,,#DIV/0!,1.6079
,,,,,,,,,,,,633.5,,#DIV/0!,1.6008
,,,,,,,,,,,,634,,#DIV/0!,1.5922
,,,,,,,,,,,,634.5,,#DIV/0!,1.5852
,,,,,,,,,,,,635,,#DIV/0!,1.5772
,,,,,,,,,,,,635.5,,#DIV/0!,1.5667
,,,,,,,,,,,,636,,#DIV/0!,1.5602
,,,,,,,,,,,,636.5,,#DIV/0!,1.5501
,,,,,,,,,,,,637,,#DIV/0!,1.5451
,,,,,,,,,,,,637.5,,#DIV/0!,1.5432
,,,,,,,,,,,,638,,#DIV/0!,1.5401
,,,,,,,,,,,,638.5,,#DIV/0!,1.5376
,,,,,,,,,,,,639,,#DIV/0!,1.5346
,,,,,,,,,,,,639.5,,#DIV/0!,1.5292
,,,,,,,,,,,,640,,#DIV/0!,1.5256
,,,,,,,,,,,,640.5,,#DIV/0!,1.5164
,,,,,,,,,,,,641,,#DIV/0!,1.5079
,,,,,,,,,,,,641.5,,#DIV/0!,1.5004
,,,,,,,,,,,,642,,#DIV/0!,1.4893
,,,,,,,,,,,,642.5,,#DIV/0!,1.4754
,,,,,,,,,,,,643,,#DIV/0!,1.4626
,,,,,,,,,,,,643.5,,#DIV/0!,1.4513
,,,,,,,,,,,,644,,#DIV/0!,1.4427
,,,,,,,,,,,,644.5,,#DIV/0!,1.4311
,,,,,,,,,,,,645,,#DIV/0!,1.4203
,,,,,,,,,,,,645.5,,#DIV/0!,1.4083
,,,,,,,,,,,,646,,#DIV/0!,1.3975
,,,,,,,,,,,,646.5,,#DIV/0!,1.3872
,,,,,,,,,,,,647,,#DIV/0!,1.3773
,,,,,,,,,,,,647.5,,#DIV/0!,1.3665
,,,,,,,,,,,,648,,#DIV/0!,1.3565
,,,,,,,,,,,,648.5,,#DIV/0!,1.3497
,,,,,,,,,,,,649,,#DIV/0!,1.3289
,,,,,,,,,,,,649.5,,#DIV/0!,1.3057
,,,,,,,,,,,,650,,#DIV/0!,1.296
,,,,,,,,,,,,650.5,,#DIV/0!,
,,,,,,,,,,,,651,,#DIV/0!,
,,,,,,,,,,,,651.5,,#DIV/0!,
,,,,,,,,,,,,652,,#DIV/0!,
,,,,,,,,,,,,652.5,,#DIV/0!,
,,,,,,,,,,,,653,,#DIV/0!,
,,,,,,,,,,,,653.5,,#DIV/0!,
,,,,,,,,,,,,654,,#DIV/0!,
,,,,,,,,,,,,654.5,,#DIV/0!,
,,,,,,,,,,,,655,,#DIV/0!,
,,,,,,,,,,,,655.5,,#DIV/0!,
,,,,,,,,,,,,656,,#DIV/0!,
,,,,,,,,,,,,656.5,,#DIV/0!,
,,,,,,,,,,,,657,,#DIV/0!,
,,,,,,,,,,,,657.5,,#DIV/0!,
,,,,,,,,,,,,658,,#DIV/0!,
,,,,,,,,,,,,658.5,,#DIV/0!,
,,,,,,,,,,,,659,,#DIV/0!,
,,,,,,,,,,,,659.5,,#DIV/0!,
,,,,,,,,,,,,660,,#DIV/0!,
,,,,,,,,,,,,660.5,,#DIV/0!,
,,,,,,,,,,,,661,,#DIV/0!,
,,,,,,,,,,,,661.5,,#DIV/0!,
,,,,,,,,,,,,662,,#DIV/0!,
,,,,,,,,,,,,662.5,,#DIV/0!,
,,,,,,,,,,,,663,,#DIV/0!,
,,,,,,,,,,,,663.5,,#DIV/0!,
,,,,,,,,,,,,664,,#DIV/0!,
,,,,,,,,,,,,664.5,,#DIV/0!,
,,,,,,,,,,,,665,,#DIV/0!,
,,,,,,,,,,,,665.5,,#DIV/0!,
,,,,,,,,,,,,666,,#DIV/0!,
,,,,,,,,,,,,666.5,,#DIV/0!,
,,,,,,,,,,,,667,,#DIV/0!,
,,,,,,,,,,,,667.5,,#DIV/0!,
,,,,,,,,,,,,668,,#DIV/0!,
,,,,,,,,,,,,668.5,,#DIV/0!,
,,,,,,,,,,,,669,,#DIV/0!,
,,,,,,,,,,,,669.5,,#DIV/0!,
,,,,,,,,,,,,670,,#DIV/0!,
,,,,,,,,,,,,670.5,,#DIV/0!,
,,,,,,,,,,,,671,,#DIV/0!,
,,,,,,,,,,,,671.5,,#DIV/0!,
,,,,,,,,,,,,672,,#DIV/0!,
,,,,,,,,,,,,672.5,,#DIV/0!,
,,,,,,,,,,,,673,,#DIV/0!,
,,,,,,,,,,,,673.5,,#DIV/0!,
,,,,,,,,,,,,674,,#DIV/0!,
,,,,,,,,,,,,674.5,,#DIV/0!,
,,,,,,,,,,,,675,,#DIV/0!,
,,,,,,,,,,,,675.5,,#DIV/0!,
,,,,,,,,,,,,676,,#DIV/0!,
,,,,,,,,,,,,676.5,,#DIV/0!,
,,,,,,,,,,,,677,,#DIV/0!,
,,,,,,,,,,,,677.5,,#DIV/0!,
,,,,,,,,,,,,678,,#DIV/0!,
,,,,,,,,,,,,678.5,,#DIV/0!,
,,,,,,,,,,,,679,,#DIV/0!,
,,,,,,,,,,,,679.5,,#DIV/0!,
,,,,,,,,,,,,680,,#DIV/0!,
,,,,,,,,,,,,680.5,,#DIV/0!,
,,,,,,,,,,,,681,,#DIV/0!,
,,,,,,,,,,,,681.5,,#DIV/0!,
,,,,,,,,,,,,682,,#DIV/0!,
,,,,,,,,,,,,682.5,,#DIV/0!,
,,,,,,,,,,,,683,,#DIV/0!,
,,,,,,,,,,,,683.5,,#DIV/0!,
,,,,,,,,,,,,684,,#DIV/0!,
,,,,,,,,,,,,684.5,,#DIV/0!,
,,,,,,,,,,,,685,,#DIV/0!,
,,,,,,,,,,,,685.5,,#DIV/0!,
,,,,,,,,,,,,686,,#DIV/0!,
,,,,,,,,,,,,686.5,,#DIV/0!,
,,,,,,,,,,,,687,,#DIV/0!,
,,,,,,,,,,,,687.5,,#DIV/0!,
,,,,,,,,,,,,688,,#DIV/0!,
,,,,,,,,,,,,688.5,,#DIV/0!,
,,,,,,,,,,,,689,,#DIV/0!,
,,,,,,,,,,,,689.5,,#DIV/0!,
,,,,,,,,,,,,690,,#DIV/0!,
,,,,,,,,,,,,690.5,,#DIV/0!,
,,,,,,,,,,,,691,,#DIV/0!,
,,,,,,,,,,,,691.5,,#DIV/0!,
,,,,,,,,,,,,692,,#DIV/0!,
,,,,,,,,,,,,692.5,,#DIV/0!,
,,,,,,,,,,,,693,,#DIV/0!,
,,,,,,,,,,,,693.5,,#DIV/0!,
,,,,,,,,,,,,694,,#DIV/0!,
,,,,,,,,,,,,694.5,,#DIV/0!,
,,,,,,,,,,,,695,,#DIV/0!,
,,,,,,,,,,,,695.5,,#DIV/0!,
,,,,,,,,,,,,696,,#DIV/0!,
,,,,,,,,,,,,696.5,,#DIV/0!,
,,,,,,,,,,,,697,,#DIV/0!,
,,,,,,,,,,,,697.5,,#DIV/0!,
,,,,,,,,,,,,698,,#DIV/0!,
,,,,,,,,,,,,698.5,,#DIV/0!,
,,,,,,,,,,,,699,,#DIV/0!,
,,,,,,,,,,,,699.5,,#DIV/0!,
,,,,,,,,,,,,700,,#DIV/0!,
,,,,,,,,,,,,700.5,,#DIV/0!,
,,,,,,,,,,,,701,,#DIV/0!,
,,,,,,,,,,,,701.5,,#DIV/0!,
,,,,,,,,,,,,702,,#DIV/0!,
,,,,,,,,,,,,702.5,,#DIV/0!,
,,,,,,,,,,,,703,,#DIV/0!,
,,,,,,,,,,,,703.5,,#DIV/0!,
,,,,,,,,,,,,704,,#DIV/0!,
,,,,,,,,,,,,704.5,,#DIV/0!,
,,,,,,,,,,,,705,,#DIV/0!,
,,,,,,,,,,,,705.5,,#DIV/0!,
,,,,,,,,,,,,706,,#DIV/0!,
,,,,,,,,,,,,706.5,,#DIV/0!,
,,,,,,,,,,,,707,,#DIV/0!,
,,,,,,,,,,,,707.5,,#DIV/0!,
,,,,,,,,,,,,708,,#DIV/0!,
,,,,,,,,,,,,708.5,,#DIV/0!,
,,,,,,,,,,,,709,,#DIV/0!,
,,,,,,,,,,,,709.5,,#DIV/0!,
,,,,,,,,,,,,710,,#DIV/0!,
,,,,,,,,,,,,710.5,,#DIV/0!,
,,,,,,,,,,,,711,,#DIV/0!,
,,,,,,,,,,,,711.5,,#DIV/0!,
,,,,,,,,,,,,712,,#DIV/0!,
,,,,,,,,,,,,712.5,,#DIV/0!,
,,,,,,,,,,,,713,,#DIV/0!,
,,,,,,,,,,,,713.5,,#DIV/0!,
,,,,,,,,,,,,714,,#DIV/0!,
,,,,,,,,,,,,714.5,,#DIV/0!,
,,,,,,,,,,,,715,,#DIV/0!,
,,,,,,,,,,,,715.5,,#DIV/0!,
,,,,,,,,,,,,716,,#DIV/0!,
,,,,,,,,,,,,716.5,,#DIV/0!,
,,,,,,,,,,,,717,,#DIV/0!,
,,,,,,,,,,,,717.5,,#DIV/0!,
,,,,,,,,,,,,718,,#DIV/0!,
,,,,,,,,,,,,718.5,,#DIV/0!,
,,,,,,,,,,,,719,,#DIV/0!,
,,,,,,,,,,,,719.5,,#DIV/0!,
,,,,,,,,,,,,720,,#DIV/0!,
,,,,,,,,,,,,720.5,,#DIV/0!,
,,,,,,,,,,,,721,,#DIV/0!,
,,,,,,,,,,,,721.5,,#DIV/0!,
,,,,,,,,,,,,722,,#DIV/0!,
,,,,,,,,,,,,722.5,,#DIV/0!,
,,,,,,,,,,,,723,,#DIV/0!,
,,,,,,,,,,,,723.5,,#DIV/0!,
,,,,,,,,,,,,724,,#DIV/0!,
,,,,,,,,,,,,724.5,,#DIV/0!,
,,,,,,,,,,,,725,,#DIV/0!,
,,,,,,,,,,,,725.5,,#DIV/0!,
,,,,,,,,,,,,726,,#DIV/0!,
,,,,,,,,,,,,726.5,,#DIV/0!,
,,,,,,,,,,,,727,,#DIV/0!,
,,,,,,,,,,,,727.5,,#DIV/0!,
,,,,,,,,,,,,728,,#DIV/0!,
,,,,,,,,,,,,728.5,,#DIV/0!,
,,,,,,,,,,,,729,,#DIV/0!,
,,,,,,,,,,,,729.5,,#DIV/0!,
,,,,,,,,,,,,730,,#DIV/0!,
,,,,,,,,,,,,730.5,,#DIV/0!,
,,,,,,,,,,,,731,,#DIV/0!,
,,,,,,,,,,,,731.5,,#DIV/0!,
,,,,,,,,,,,,732,,#DIV/0!,
,,,,,,,,,,,,732.5,,#DIV/0!,
,,,,,,,,,,,,733,,#DIV/0!,
,,,,,,,,,,,,733.5,,#DIV/0!,
,,,,,,,,,,,,734,,#DIV/0!,
,,,,,,,,,,,,734.5,,#DIV/0!,
,,,,,,,,,,,,735,,#DIV/0!,
,,,,,,,,,,,,735.5,,#DIV/0!,
,,,,,,,,,,,,736,,#DIV/0!,
,,,,,,,,,,,,736.5,,#DIV/0!,
,,,,,,,,,,,,737,,#DIV/0!,
,,,,,,,,,,,,737.5,,#DIV/0!,
,,,,,,,,,,,,738,,#DIV/0!,
,,,,,,,,,,,,738.5,,#DIV/0!,
,,,,,,,,,,,,739,,#DIV/0!,
,,,,,,,,,,,,739.5,,#DIV/0!,
,,,,,,,,,,,,740,,#DIV/0!,
,,,,,,,,,,,,740.5,,#DIV/0!,
,,,,,,,,,,,,741,,#DIV/0!,
,,,,,,,,,,,,741.5,,#DIV/0!,
,,,,,,,,,,,,742,,#DIV/0!,
,,,,,,,,,,,,742.5,,#DIV/0!,
,,,,,,,,,,,,743,,#DIV/0!,
,,,,,,,,,,,,743.5,,#DIV/0!,
,,,,,,,,,,,,744,,#DIV/0!,
,,,,,,,,,,,,744.5,,#DIV/0!,
,,,,,,,,,,,,745,,#DIV/0!,
,,,,,,,,,,,,745.5,,#DIV/0!,
,,,,,,,,,,,,746,,#DIV/0!,
,,,,,,,,,,,,746.5,,#DIV/0!,
,,,,,,,,,,,,747,,#DIV/0!,
,,,,,,,,,,,,747.5,,#DIV/0!,
,,,,,,,,,,,,748,,#DIV/0!,
,,,,,,,,,,,,748.5,,#DIV/0!,
,,,,,,,,,,,,749,,#DIV/0!,
,,,,,,,,,,,,749.5,,#DIV/0!,
,,,,,,,,,,,,750,,#DIV/0!,
,,,,,,,,,,,,750.5,,#DIV/0!,
,,,,,,,,,,,,751,,#DIV/0!,
,,,,,,,,,,,,751.5,,#DIV/0!,
,,,,,,,,,,,,752,,#DIV/0!,
,,,,,,,,,,,,752.5,,#DIV/0!,
,,,,,,,,,,,,753,,#DIV/0!,
,,,,,,,,,,,,753.5,,#DIV/0!,
,,,,,,,,,,,,754,,#DIV/0!,
,,,,,,,,,,,,754.5,,#DIV/0!,
,,,,,,,,,,,,755,,#DIV/0!,
,,,,,,,,,,,,755.5,,#DIV/0!,
,,,,,,,,,,,,756,,#DIV/0!,
,,,,,,,,,,,,756.5,,#DIV/0!,
,,,,,,,,,,,,757,,#DIV/0!,
,,,,,,,,,,,,757.5,,#DIV/0!,
,,,,,,,,,,,,758,,#DIV/0!,
,,,,,,,,,,,,758.5,,#DIV/0!,
,,,,,,,,,,,,759,,#DIV/0!,
,,,,,,,,,,,,759.5,,#DIV/0!,
,,,,,,,,,,,,760,,#DIV/0!,
,,,,,,,,,,,,760.5,,#DIV/0!,
,,,,,,,,,,,,761,,#DIV/0!,
,,,,,,,,,,,,761.5,,#DIV/0!,
,,,,,,,,,,,,762,,#DIV/0!,
,,,,,,,,,,,,762.5,,#DIV/0!,
,,,,,,,,,,,,763,,#DIV/0!,
,,,,,,,,,,,,763.5,,#DIV/0!,
,,,,,,,,,,,,764,,#DIV/0!,
,,,,,,,,,,,,764.5,,#DIV/0!,
,,,,,,,,,,,,765,,#DIV/0!,
,,,,,,,,,,,,765.5,,#DIV/0!,
,,,,,,,,,,,,766,,#DIV/0!,
,,,,,,,,,,,,766.5,,#DIV/0!,
,,,,,,,,,,,,767,,#DIV/0!,
,,,,,,,,,,,,767.5,,#DIV/0!,
,,,,,,,,,,,,768,,#DIV/0!,
,,,,,,,,,,,,768.5,,#DIV/0!,
,,,,,,,,,,,,769,,#DIV/0!,
,,,,,,,,,,,,769.5,,#DIV/0!,
,,,,,,,,,,,,770,,#DIV/0!,
,,,,,,,,,,,,770.5,,#DIV/0!,
,,,,,,,,,,,,771,,#DIV/0!,
,,,,,,,,,,,,771.5,,#DIV/0!,
,,,,,,,,,,,,772,,#DIV/0!,
,,,,,,,,,,,,772.5,,#DIV/0!,
,,,,,,,,,,,,773,,#DIV/0!,
,,,,,,,,,,,,773.5,,#DIV/0!,
,,,,,,,,,,,,774,,#DIV/0!,
,,,,,,,,,,,,774.5,,#DIV/0!,
,,,,,,,,,,,,775,,#DIV/0!,
,,,,,,,,,,,,775.5,,#DIV/0!,
,,,,,,,,,,,,776,,#DIV/0!,
,,,,,,,,,,,,776.5,,#DIV/0!,
,,,,,,,,,,,,777,,#DIV/0!,
,,,,,,,,,,,,777.5,,#DIV/0!,
,,,,,,,,,,,,778,,#DIV/0!,
,,,,,,,,,,,,778.5,,#DIV/0!,
,,,,,,,,,,,,779,,#DIV/0!,
,,,,,,,,,,,,779.5,,#DIV/0!,
,,,,,,,,,,,,780,,#DIV/0!,
,,,,,,,,,,,,780.5,,#DIV/0!,
,,,,,,,,,,,,781,,#DIV/0!,
,,,,,,,,,,,,781.5,,#DIV/0!,
,,,,,,,,,,,,782,,#DIV/0!,
,,,,,,,,,,,,782.5,,#DIV/0!,
,,,,,,,,,,,,783,,#DIV/0!,
,,,,,,,,,,,,783.5,,#DIV/0!,
,,,,,,,,,,,,784,,#DIV/0!,
,,,,,,,,,,,,784.5,,#DIV/0!,
,,,,,,,,,,,,785,,#DIV/0!,
,,,,,,,,,,,,785.5,,#DIV/0!,
,,,,,,,,,,,,786,,#DIV/0!,
,,,,,,,,,,,,786.5,,#DIV/0!,
,,,,,,,,,,,,787,,#DIV/0!,
,,,,,,,,,,,,787.5,,#DIV/0!,
,,,,,,,,,,,,788,,#DIV/0!,
,,,,,,,,,,,,788.5,,#DIV/0!,
,,,,,,,,,,,,789,,#DIV/0!,
,,,,,,,,,,,,789.5,,#DIV/0!,
,,,,,,,,,,,,790,,#DIV/0!,
,,,,,,,,,,,,790.5,,#DIV/0!,
,,,,,,,,,,,,791,,#DIV/0!,
,,,,,,,,,,,,791.5,,#DIV/0!,
,,,,,,,,,,,,792,,#DIV/0!,
,,,,,,,,,,,,792.5,,#DIV/0!,
,,,,,,,,,,,,793,,#DIV/0!,
,,,,,,,,,,,,793.5,,#DIV/0!,
,,,,,,,,,,,,794,,#DIV/0!,
,,,,,,,,,,,,794.5,,#DIV/0!,
,,,,,,,,,,,,795,,#DIV/0!,
,,,,,,,,,,,,795.5,,#DIV/0!,
,,,,,,,,,,,,796,,#DIV/0!,
,,,,,,,,,,,,796.5,,#DIV/0!,
,,,,,,,,,,,,797,,#DIV/0!,
,,,,,,,,,,,,797.5,,#DIV/0!,
,,,,,,,,,,,,798,,#DIV/0!,
,,,,,,,,,,,,798.5,,#DIV/0!,
,,,,,,,,,,,,799,,#DIV/0!,
,,,,,,,,,,,,799.5,,#DIV/0!,
,,,,,,,,,,,,800,,#DIV/0!,
,,,,,,,,,,,,800.5,,#DIV/0!,
,,,,,,,,,,,,801,,#DIV/0!,
,,,,,,,,,,,,801.5,,#DIV/0!,
,,,,,,,,,,,,802,,#DIV/0!,
,,,,,,,,,,,,802.5,,#DIV/0!,
,,,,,,,,,,,,803,,#DIV/0!,
,,,,,,,,,,,,803.5,,#DIV/0!,
,,,,,,,,,,,,804,,#DIV/0!,
,,,,,,,,,,,,804.5,,#DIV/0!,
,,,,,,,,,,,,805,,#DIV/0!,
,,,,,,,,,,,,805.5,,#DIV/0!,
,,,,,,,,,,,,806,,#DIV/0!,
,,,,,,,,,,,,806.5,,#DIV/0!,
,,,,,,,,,,,,807,,#DIV/0!,
,,,,,,,,,,,,807.5,,#DIV/0!,
,,,,,,,,,,,,808,,#DIV/0!,
,,,,,,,,,,,,808.5,,#DIV/0!,
,,,,,,,,,,,,809,,#DIV/0!,
,,,,,,,,,,,,809.5,,#DIV/0!,
,,,,,,,,,,,,810,,#DIV/0!,
,,,,,,,,,,,,810.5,,#DIV/0!,
,,,,,,,,,,,,811,,#DIV/0!,
,,,,,,,,,,,,811.5,,#DIV/0!,
,,,,,,,,,,,,812,,#DIV/0!,
,,,,,,,,,,,,812.5,,#DIV/0!,
,,,,,,,,,,,,813,,#DIV/0!,
,,,,,,,,,,,,813.5,,#DIV/0!,
,,,,,,,,,,,,814,,#DIV/0!,
,,,,,,,,,,,,814.5,,#DIV/0!,
,,,,,,,,,,,,815,,#DIV/0!,
,,,,,,,,,,,,815.5,,#DIV/0!,
,,,,,,,,,,,,816,,#DIV/0!,
,,,,,,,,,,,,816.5,,#DIV/0!,
,,,,,,,,,,,,817,,#DIV/0!,
,,,,,,,,,,,,817.5,,#DIV/0!,
,,,,,,,,,,,,818,,#DIV/0!,
,,,,,,,,,,,,818.5,,#DIV/0!,
,,,,,,,,,,,,819,,#DIV/0!,
,,,,,,,,,,,,819.5,,#DIV/0!,
,,,,,,,,,,,,820,,#DIV/0!,
,,,,,,,,,,,,820.5,,#DIV/0!,
,,,,,,,,,,,,821,,#DIV/0!,
,,,,,,,,,,,,821.5,,#DIV/0!,
,,,,,,,,,,,,822,,#DIV/0!,
,,,,,,,,,,,,822.5,,#DIV/0!,
,,,,,,,,,,,,823,,#DIV/0!,
,,,,,,,,,,,,823.5,,#DIV/0!,
,,,,,,,,,,,,824,,#DIV/0!,
,,,,,,,,,,,,824.5,,#DIV/0!,
,,,,,,,,,,,,825,,#DIV/0!,
,,,,,,,,,,,,825.5,,#DIV/0!,
,,,,,,,,,,,,826,,#DIV/0!,
,,,,,,,,,,,,826.5,,#DIV/0!,
,,,,,,,,,,,,827,,#DIV/0!,
,,,,,,,,,,,,827.5,,#DIV/0!,
,,,,,,,,,,,,828,,#DIV/0!,
,,,,,,,,,,,,828.5,,#DIV/0!,
,,,,,,,,,,,,829,,#DIV/0!,
,,,,,,,,,,,,829.5,,#DIV/0!,
,,,,,,,,,,,,830,,#DIV/0!,
,,,,,,,,,,,,830.5,,#DIV/0!,
,,,,,,,,,,,,831,,#DIV/0!,
,,,,,,,,,,,,831.5,,#DIV/0!,
,,,,,,,,,,,,832,,#DIV/0!,
,,,,,,,,,,,,832.5,,#DIV/0!,
,,,,,,,,,,,,833,,#DIV/0!,
,,,,,,,,,,,,833.5,,#DIV/0!,
,,,,,,,,,,,,834,,#DIV/0!,
,,,,,,,,,,,,834.5,,#DIV/0!,
,,,,,,,,,,,,835,,#DIV/0!,
,,,,,,,,,,,,835.5,,#DIV/0!,
,,,,,,,,,,,,836,,#DIV/0!,
,,,,,,,,,,,,836.5,,#DIV/0!,
,,,,,,,,,,,,837,,#DIV/0!,
,,,,,,,,,,,,837.5,,#DIV/0!,
,,,,,,,,,,,,838,,#DIV/0!,
,,,,,,,,,,,,838.5,,#DIV/0!,
,,,,,,,,,,,,839,,#DIV/0!,
,,,,,,,,,,,,839.5,,#DIV/0!,
,,,,,,,,,,,,840,,#DIV/0!,
,,,,,,,,,,,,840.5,,#DIV/0!,
,,,,,,,,,,,,841,,#DIV/0!,
,,,,,,,,,,,,841.5,,#DIV/0!,
,,,,,,,,,,,,842,,#DIV/0!,
,,,,,,,,,,,,842.5,,#DIV/0!,
,,,,,,,,,,,,843,,#DIV/0!,
,,,,,,,,,,,,843.5,,#DIV/0!,
,,,,,,,,,,,,844,,#DIV/0!,
,,,,,,,,,,,,844.5,,#DIV/0!,
,,,,,,,,,,,,845,,#DIV/0!,
,,,,,,,,,,,,845.5,,#DIV/0!,
,,,,,,,,,,,,846,,#DIV/0!,
,,,,,,,,,,,,846.5,,#DIV/0!,
,,,,,,,,,,,,847,,#DIV/0!,
,,,,,,,,,,,,847.5,,#DIV/0!,
,,,,,,,,,,,,848,,#DIV/0!,
,,,,,,,,,,,,848.5,,#DIV/0!,
,,,,,,,,,,,,849,,#DIV/0!,
,,,,,,,,,,,,849.5,,#DIV/0!,
,,,,,,,,,,,,850,,#DIV/0!,
,,,,,,,,,,,,850.5,,#DIV/0!,
,,,,,,,,,,,,851,,#DIV/0!,
,,,,,,,,,,,,851.5,,#DIV/0!,
,,,,,,,,,,,,852,,#DIV/0!,
,,,,,,,,,,,,852.5,,#DIV/0!,
,,,,,,,,,,,,853,,#DIV/0!,
,,,,,,,,,,,,853.5,,#DIV/0!,
,,,,,,,,,,,,854,,#DIV/0!,
,,,,,,,,,,,,854.5,,#DIV/0!,
,,,,,,,,,,,,855,,#DIV/0!,
,,,,,,,,,,,,855.5,,#DIV/0!,
,,,,,,,,,,,,856,,#DIV/0!,
,,,,,,,,,,,,856.5,,#DIV/0!,
,,,,,,,,,,,,857,,#DIV/0!,
,,,,,,,,,,,,857.5,,#DIV/0!,
,,,,,,,,,,,,858,,#DIV/0!,
,,,,,,,,,,,,858.5,,#DIV/0!,
