comp(1),comp_corrected(1),raman_shift(1),vidro(ex 350 5-5),plastico(ex 350 5-5),comp(2),comp_corrected(2),raman_shift(2),vidro(ex 400 5-5),plastico(ex 400 5-5),comp(3),comp_corrected(3),raman_shift(3),vidro(ex 450 10-10),plastico(ex 450 10-10),comp(4),comp_corrected(4),raman_shift(4),vidro(ex 500 10-10),plastico(ex 500 10-10)
331,342,-668.3375104,1.3514,7.6647,381,392,-4239.766082,4.7821,18.3244,431,442,-7017.54386,63.0565,289.7697,531,542,-9239.766082,0.1119,0.7557
331.5,342.5,-625.6517205,2.1783,13.2961,381.5,392.5,-4197.080292,7.5976,27.593,431.5,442.5,-6974.85807,72.9513,338.558,531.5,542.5,-9197.080292,0.1123,0.7471
332,343,-583.090379,3.2829,20.857,382,393,-4154.51895,11.798,42.879,432,443,-6932.296728,83.6655,393.7852,532,543,-9154.51895,0.1144,0.7397
332.5,343.5,-540.6529424,5.332,33.8279,382.5,393.5,-4112.081514,17.6716,63.7098,432.5,443.5,-6889.859292,94.8077,455.1349,532.5,543.5,-9112.081514,0.1169,0.7322
333,344,-498.3388704,8.7377,55.5699,383,394,-4069.767442,26.4955,96.5324,433,444,-6847.54522,106.9649,520.3949,533,544,-9069.767442,0.1202,0.725
333.5,344.5,-456.147626,13.1249,83.2406,383.5,394.5,-4027.576197,37.8153,134.7353,433.5,444.5,-6805.353975,119.413,586.5293,533.5,544.5,-9027.576197,0.1231,0.7167
334,345,-414.0786749,18.3775,115.0942,384,395,-3985.507246,50.2286,177.6749,434,445,-6763.285024,132.1681,652.3654,534,545,-8985.507246,0.1216,0.7097
334.5,345.5,-372.1314865,25.2151,162.855,384.5,395.5,-3943.560058,64.6977,227.7746,434.5,445.5,-6721.337836,145.1081,716.8466,534.5,545.5,-8943.560058,0.1191,0.702
335,346,-330.3055326,33.7816,220.6411,385,396,-3901.734104,80.327,282.6194,435,446,-6679.511882,157.6183,776.8274,535,546,-8901.734104,0.1149,0.6947
335.5,346.5,-288.6002886,43.48,281.5129,385.5,396.5,-3860.02886,96.5859,339.9001,435.5,446.5,-6637.806638,170.3297,831.0397,535.5,546.5,-8860.02886,0.11,0.6888
336,347,-247.0152326,53.0692,352.3563,386,397,-3818.443804,111.7123,394.5173,436,447,-6596.221582,182.1243,878.4437,536,547,-8818.443804,0.1041,0.6841
336.5,347.5,-205.5498458,63.0281,424.7203,386.5,397.5,-3776.978417,126.338,445.447,436.5,447.5,-6554.756195,193.284,919.0066,536.5,547.5,-8776.978417,0.1025,0.6819
337,348,-164.2036125,72.5619,494.6991,387,398,-3735.632184,138.8358,492.3783,437,448,-6513.409962,203.7832,952.8144,537,548,-8735.632184,0.1008,0.6837
337.5,348.5,-122.9760197,81.7519,561.7792,387.5,398.5,-3694.404591,149.2388,530.7707,437.5,448.5,-6472.182369,213.0701,978.9404,537.5,548.5,-8694.404591,0.1026,0.6859
338,349,-81.86655751,89.3105,620.2542,388,399,-3653.295129,157.5651,560.1796,438,449,-6431.072907,220.9849,998.1778,538,549,-8653.295129,0.1107,0.688
338.5,349.5,-40.87471899,94.5511,663.4178,388.5,399.5,-3612.30329,161.5579,573.9613,438.5,449.5,-6390.081068,227.4734,999.999,538.5,549.5,-8612.30329,0.1198,0.6936
339,350,0,97.2373,689.772,389,400,-3571.428571,160.6376,573.0379,439,450,-6349.206349,232.6589,999.999,539,550,-8571.428571,0.1302,0.7004
339.5,350.5,40.75810067,98.6829,711.2977,389.5,400.5,-3530.670471,155.4388,554.3844,439.5,450.5,-6308.448249,236.7248,999.999,539.5,550.5,-8530.670471,0.1443,0.7044
340,351,81.4000814,97.9502,706.2628,390,401,-3490.02849,146.7455,523.5177,440,451,-6267.806268,239.439,999.999,540,551,-8490.02849,0.1588,0.71
340.5,351.5,121.9264377,93.5444,674.464,390.5,401.5,-3449.502134,135.1259,481.4519,440.5,451.5,-6227.279911,240.3277,999.999,540.5,551.5,-8449.502134,0.1702,0.7105
341,352,162.3376623,86.4997,631.3511,391,402,-3409.090909,120.9791,431.4435,441,452,-6186.868687,239.2257,999.999,541,552,-8409.090909,0.1825,0.7112
341.5,352.5,202.6342452,78.2989,574.403,391.5,402.5,-3368.794326,106.0748,378.0076,441.5,452.5,-6146.572104,237.2118,999.999,541.5,552.5,-8368.794326,0.192,0.7086
342,353,242.8166734,69.0635,506.5109,392,403,-3328.611898,89.4345,319.8579,442,453,-6106.389676,233.4635,999.999,542,553,-8328.611898,0.1988,0.7022
342.5,353.5,282.8854314,59.4638,434.2555,392.5,403.5,-3288.54314,73.8336,263.2648,442.5,453.5,-6066.320918,227.9796,999.999,542.5,553.5,-8288.54314,0.2032,0.6949
343,354,322.8410008,49.5161,361.346,393,404,-3248.587571,59.282,209.7834,443,454,-6026.365348,221.1162,999.999,543,554,-8248.587571,0.2061,0.6868
343.5,354.5,362.6838606,40.3015,294.7466,393.5,404.5,-3208.744711,45.7887,164.3879,443.5,454.5,-5986.522489,212.9514,999.999,543.5,554.5,-8208.744711,0.2057,0.6765
344,355,402.4144869,31.9692,235.7248,394,405,-3169.014085,34.0607,124.0629,444,455,-5946.791862,203.4126,999.999,544,555,-8169.014085,0.2014,0.6648
344.5,355.5,442.0333534,25.1993,187.4992,394.5,405.5,-3129.395218,23.8019,87.0613,444.5,455.5,-5907.172996,192.8444,988.763,544.5,555.5,-8129.395218,0.1942,0.6512
345,356,481.540931,19.0088,140.2252,395,406,-3089.88764,16.3748,60.135,445,456,-5867.665418,181.7813,966.5122,545,556,-8089.88764,0.188,0.6373
345.5,356.5,520.9376878,13.2649,98.7242,395.5,406.5,-3050.490884,10.9624,39.9064,445.5,456.5,-5828.268661,170.2048,936.1017,545.5,556.5,-8050.490884,0.1812,0.6264
346,357,560.2240896,8.8102,67.3424,396,407,-3011.204482,7.2406,26.3046,446,457,-5788.98226,157.6821,897.2839,546,557,-8011.204482,0.173,0.6164
346.5,357.5,599.4005994,5.5424,44.9321,396.5,407.5,-2972.027972,4.572,16.5489,446.5,457.5,-5749.80575,145.2535,852.5794,546.5,557.5,-7972.027972,0.1658,0.6093
347,358,638.4676776,3.2261,26.4016,397,408,-2932.960894,2.3417,8.1273,447,458,-5710.738672,132.6276,800.6932,547,558,-7932.960894,0.1581,0.6038
347.5,358.5,677.425782,1.8266,14.2897,397.5,408.5,-2894.002789,1.3714,4.1816,447.5,458.5,-5671.780567,120.0319,743.1951,547.5,558.5,-7894.002789,0.1533,0.6
348,359,716.2753681,1.0345,6.904,398,409,-2855.153203,0.8522,1.9188,448,459,-5632.930981,107.6427,680.1821,548,559,-7855.153203,0.1492,0.5953
348.5,359.5,755.0168885,0.7241,3.8023,398.5,409.5,-2816.411683,0.6057,1.4707,448.5,459.5,-5594.189461,96.0941,614.6653,548.5,559.5,-7816.411683,0.1458,0.5925
349,360,793.6507937,0.6151,2.1514,399,410,-2777.777778,0.583,1.4265,449,460,-5555.555556,85.0612,547.7076,549,560,-7777.777778,0.1445,0.5896
349.5,360.5,832.1775312,0.6501,1.8872,399.5,410.5,-2739.25104,0.5234,1.2829,449.5,460.5,-5517.028818,74.3999,480.5275,549.5,560.5,-7739.25104,0.1427,0.5844
350,361,870.5975465,0.6457,2.1679,400,411,-2700.831025,0.5373,1.3431,450,461,-5478.608803,64.7376,416.5386,550,561,-7700.831025,0.1413,0.5823
350.5,361.5,908.9112824,0.6895,2.2399,400.5,411.5,-2662.517289,0.5375,1.328,450.5,461.5,-5440.295067,55.6664,357.2187,550.5,561.5,-7662.517289,0.1396,0.5762
351,362,947.1191792,0.732,2.2285,401,412,-2624.309392,0.5782,1.4005,451,462,-5402.08717,47.7368,305.5131,551,562,-7624.309392,0.1386,0.5721
351.5,362.5,985.2216749,0.7257,2.1398,401.5,412.5,-2586.206897,0.5885,1.3746,451.5,462.5,-5363.984674,40.7229,260.2584,551.5,562.5,-7586.206897,0.1375,0.5681
352,363,1023.219205,0.7407,2.0995,402,413,-2548.209366,0.5959,1.4209,452,463,-5325.987144,33.968,217.4979,552,563,-7548.209366,0.1375,0.5637
352.5,363.5,1061.112203,0.74,2.0525,402.5,413.5,-2510.316369,0.5996,1.5208,452.5,463.5,-5288.094146,27.9054,178.4917,552.5,563.5,-7510.316369,0.1362,0.5609
353,364,1098.901099,0.7268,2.0665,403,414,-2472.527473,0.5962,1.5839,453,464,-5250.30525,22.5698,145.1656,553,564,-7472.527473,0.1352,0.5587
353.5,364.5,1136.586322,0.7148,2.0413,403.5,414.5,-2434.84225,0.5546,1.6373,453.5,464.5,-5212.620027,18.2442,117.8542,553.5,564.5,-7434.84225,0.1331,0.5568
354,365,1174.168297,0.7282,2.0675,404,415,-2397.260274,0.5185,1.6856,454,465,-5175.038052,14.3767,93.0177,554,565,-7397.260274,0.1295,0.5557
354.5,365.5,1211.64745,0.7298,2.0925,404.5,415.5,-2359.781122,0.5035,1.455,454.5,465.5,-5137.5589,11.278,72.7061,554.5,565.5,-7359.781122,0.1276,0.5537
355,366,1249.0242,0.6541,2.0845,405,416,-2322.404372,0.4858,1.35,455,466,-5100.182149,8.7803,56.2959,555,566,-7322.404372,0.127,0.5522
355.5,366.5,1286.298967,0.6125,2.0969,405.5,416.5,-2285.129604,0.4845,1.2879,455.5,466.5,-5062.907382,6.5336,41.9047,555.5,566.5,-7285.129604,0.1253,0.5522
356,367,1323.472168,0.6065,2.01,406,417,-2247.956403,0.5188,1.2773,456,467,-5025.734181,4.9151,30.5656,556,567,-7247.956403,0.1243,0.5493
356.5,367.5,1360.544218,0.5587,1.9403,406.5,417.5,-2210.884354,0.529,1.2546,456.5,467.5,-4988.662132,3.7482,22.8389,556.5,567.5,-7210.884354,0.1233,0.5469
357,368,1397.515528,0.5358,1.7915,407,418,-2173.913043,0.5312,1.2022,457,468,-4951.690821,2.7265,15.9748,557,568,-7173.913043,0.1229,0.5443
357.5,368.5,1434.386509,0.5302,1.7444,407.5,418.5,-2137.042062,0.5217,1.2082,457.5,468.5,-4914.81984,2.0003,11.0412,557.5,568.5,-7137.042062,0.1212,0.5432
358,369,1471.157569,0.5493,1.7629,408,419,-2100.271003,0.5499,1.1471,458,469,-4878.04878,1.3832,7.0631,558,569,-7100.271003,0.1207,0.5409
358.5,369.5,1507.829113,0.5855,1.7224,408.5,419.5,-2063.599459,0.5056,1.1464,458.5,469.5,-4841.377237,1.1162,5.0761,558.5,569.5,-7063.599459,0.1209,0.5394
359,370,1544.401544,0.6613,1.7273,409,420,-2027.027027,0.4673,1.1207,459,470,-4804.804805,0.8806,3.3898,559,570,-7027.027027,0.1202,0.539
359.5,370.5,1580.875265,0.6901,1.8837,409.5,420.5,-1990.553306,0.4686,1.1225,459.5,470.5,-4768.331084,0.6608,2.0637,559.5,570.5,-6990.553306,0.1186,0.5379
360,371,1617.250674,0.6634,1.8692,410,421,-1954.177898,0.431,1.1222,460,471,-4731.955675,0.6463,1.9089,560,571,-6954.177898,0.1194,0.5373
360.5,371.5,1653.528168,0.6839,1.8967,410.5,421.5,-1917.900404,0.4257,1.2506,460.5,471.5,-4695.678182,0.5976,1.5901,560.5,571.5,-6917.900404,0.1194,0.5357
361,372,1689.708141,0.6944,1.886,411,422,-1881.72043,0.4022,1.3015,461,472,-4659.498208,0.6169,1.7442,561,572,-6881.72043,0.1205,0.5342
361.5,372.5,1725.790988,0.6551,1.8431,411.5,422.5,-1845.637584,0.381,1.2314,461.5,472.5,-4623.415362,0.6561,1.962,561.5,572.5,-6845.637584,0.1239,0.5335
362,373,1761.777097,0.6501,1.7463,412,423,-1809.651475,0.3683,1.1154,462,473,-4587.429252,0.6736,2.131,562,573,-6809.651475,0.1261,0.5338
362.5,373.5,1797.666858,0.6587,1.8066,412.5,423.5,-1773.761714,0.3941,1.0855,462.5,473.5,-4551.539491,0.6912,2.2765,562.5,573.5,-6773.761714,0.1269,0.5313
363,374,1833.460657,0.6775,1.8728,413,424,-1737.967914,0.4669,1.0867,463,474,-4515.745692,0.6919,2.3863,563,574,-6737.967914,0.1279,0.5296
363.5,374.5,1869.158879,0.6916,1.8505,413.5,424.5,-1702.269693,0.505,1.087,463.5,474.5,-4480.047471,0.7133,2.4764,563.5,574.5,-6702.269693,0.1294,0.5291
364,375,1904.761905,0.7285,1.8657,414,425,-1666.666667,0.5308,1.1192,464,475,-4444.444444,0.723,2.5069,564,575,-6666.666667,0.1327,0.5293
364.5,375.5,1940.270116,0.7608,1.9539,414.5,425.5,-1631.158455,0.5804,1.2308,464.5,475.5,-4408.936233,0.717,2.4659,564.5,575.5,-6631.158455,0.1366,0.5296
365,376,1975.683891,0.7252,1.9018,415,426,-1595.744681,0.6059,1.1929,465,476,-4373.522459,0.72,2.4579,565,576,-6595.744681,0.1402,0.5302
365.5,376.5,2011.003605,0.6883,1.8569,415.5,426.5,-1560.424967,0.6004,1.1484,465.5,476.5,-4338.202745,0.701,2.4201,565.5,576.5,-6560.424967,0.1457,0.531
366,377,2046.229632,0.6592,1.8629,416,427,-1525.198939,0.5928,0.9175,466,477,-4302.976717,0.7023,2.3902,566,577,-6525.198939,0.1517,0.5323
366.5,377.5,2081.362346,0.6528,1.8368,416.5,427.5,-1490.066225,0.5587,0.7807,466.5,477.5,-4267.844003,0.6942,2.3698,566.5,577.5,-6490.066225,0.1563,0.5336
367,378,2116.402116,0.6418,1.8006,417,428,-1455.026455,0.5474,0.6993,467,478,-4232.804233,0.6845,2.3433,567,578,-6455.026455,0.1602,0.5335
367.5,378.5,2151.349311,0.6506,1.8159,417.5,428.5,-1420.07926,0.5033,0.6919,467.5,478.5,-4197.857038,0.6729,2.3136,567.5,578.5,-6420.07926,0.162,0.5335
368,379,2186.204297,0.6616,1.8148,418,429,-1385.224274,0.4915,0.7172,468,479,-4163.002052,0.6709,2.299,568,579,-6385.224274,0.166,0.5303
368.5,379.5,2220.967438,0.6977,1.7847,418.5,429.5,-1350.461133,0.4426,0.7192,468.5,479.5,-4128.238911,0.6631,2.271,568.5,579.5,-6350.461133,0.1699,0.5315
369,380,2255.639098,0.7177,1.7545,419,430,-1315.789474,0.4187,0.7577,469,480,-4093.567251,0.6573,2.2401,569,580,-6315.789474,0.1729,0.5328
369.5,380.5,2290.219636,0.7238,1.7652,419.5,430.5,-1281.208936,0.4129,0.8168,469.5,480.5,-4058.986713,0.6578,2.2199,569.5,580.5,-6281.208936,0.1752,0.5336
370,381,2324.709411,0.6743,1.7893,420,431,-1246.71916,0.4056,0.7561,470,481,-4024.496938,0.6603,2.22,570,581,-6246.71916,0.1801,0.5338
370.5,381.5,2359.108781,0.6627,1.7806,420.5,431.5,-1212.31979,0.368,0.7107,470.5,481.5,-3990.097568,0.6572,2.2075,570.5,581.5,-6212.31979,0.1817,0.5336
371,382,2393.4181,0.6667,1.8367,421,432,-1178.010471,0.3924,0.5595,471,482,-3955.788249,0.6611,2.1953,571,582,-6178.010471,0.1832,0.5318
371.5,382.5,2427.637722,0.6722,1.8529,421.5,432.5,-1143.79085,0.3213,0.5685,471.5,482.5,-3921.568627,0.6631,2.2011,571.5,582.5,-6143.79085,0.1848,0.5319
372,383,2461.767997,0.6894,1.8607,422,433,-1109.660574,0.2956,0.6237,472,483,-3887.438352,0.66,2.2029,572,583,-6109.660574,0.1855,0.5327
372.5,383.5,2495.809275,0.6934,1.7819,422.5,433.5,-1075.619296,0.2487,0.6315,472.5,483.5,-3853.397074,0.6631,2.1999,572.5,583.5,-6075.619296,0.1875,0.5313
373,384,2529.761905,0.6944,1.7684,423,434,-1041.666667,0.2121,0.6293,473,484,-3819.444444,0.6584,2.2018,573,584,-6041.666667,0.1895,0.5309
373.5,384.5,2563.626231,0.7122,1.7968,423.5,434.5,-1007.802341,0.163,0.6724,473.5,484.5,-3785.580118,0.6574,2.189,573.5,584.5,-6007.802341,0.1907,0.5319
374,385,2597.402597,0.7004,1.803,424,435,-974.025974,0.1402,0.7004,474,485,-3751.803752,0.6559,2.1833,574,585,-5974.025974,0.193,0.5329
374.5,385.5,2631.091347,0.6959,1.839,424.5,435.5,-940.3372244,0.1351,0.7568,474.5,485.5,-3718.115002,0.6555,2.1698,574.5,585.5,-5940.337224,0.1938,0.5327
375,386,2664.69282,0.7041,1.886,425,436,-906.7357513,0.1275,0.7819,475,486,-3684.513529,0.6636,2.1662,575,586,-5906.735751,0.1954,0.5334
375.5,386.5,2698.207355,0.7132,1.9559,425.5,436.5,-873.221216,0.1274,0.8842,475.5,486.5,-3650.998994,0.6524,2.1513,575.5,586.5,-5873.221216,0.1982,0.5336
376,387,2731.63529,0.7324,2.041,426,437,-839.7932817,0.1138,0.803,476,487,-3617.571059,0.6471,2.1457,576,587,-5839.793282,0.2,0.5349
376.5,387.5,2764.976959,0.7456,2.0912,426.5,437.5,-806.4516129,0.11,0.7092,476.5,487.5,-3584.229391,0.6415,2.1268,576.5,587.5,-5806.451613,0.2018,0.5339
377,388,2798.232695,0.7004,2.1358,427,438,-773.1958763,0.1298,0.681,477,488,-3550.973654,0.6266,2.1108,577,588,-5773.195876,0.205,0.5311
377.5,388.5,2831.402831,0.7074,2.0956,427.5,438.5,-740.02574,0.1834,0.5022,477.5,488.5,-3517.803518,0.6149,2.0909,577.5,588.5,-5740.02574,0.2077,0.5298
378,389,2864.487697,0.8145,2.127,428,439,-706.940874,0.2525,0.4826,478,489,-3484.718652,0.6138,2.0753,578,589,-5706.940874,0.2115,0.5294
378.5,389.5,2897.487621,0.8941,2.172,428.5,439.5,-673.9409499,0.3229,0.5199,478.5,489.5,-3451.718728,0.6009,2.0412,578.5,589.5,-5673.94095,0.2165,0.531
379,390,2930.40293,0.9413,2.2047,429,440,-641.025641,0.3654,0.6089,479,490,-3418.803419,0.5957,2.0096,579,590,-5641.025641,0.2194,0.5296
379.5,390.5,2963.233949,1.0515,2.265,429.5,440.5,-608.1946223,0.3998,0.6006,479.5,490.5,-3385.9724,0.5849,1.9872,579.5,590.5,-5608.194622,0.2211,0.5295
380,391,2995.981001,1.2316,2.3219,430,441,-575.4475703,0.4312,0.7512,480,491,-3353.225348,0.5748,1.9654,580,591,-5575.44757,0.2246,0.5296
380.5,391.5,3028.644408,1.4359,2.3692,430.5,441.5,-542.7841635,0.417,0.8833,480.5,491.5,-3320.561941,0.5603,1.93,580.5,591.5,-5542.784163,0.225,0.5297
381,392,3061.22449,1.6411,2.4046,431,442,-510.2040816,0.3946,0.8127,481,492,-3287.981859,0.555,1.9036,581,592,-5510.204082,0.2265,0.5304
381.5,392.5,3093.721565,1.7946,2.5086,431.5,442.5,-477.7070064,0.4379,0.7214,481.5,492.5,-3255.484784,0.5423,1.8902,581.5,592.5,-5477.707006,0.228,0.5334
382,393,3126.135951,1.8987,2.4971,432,443,-445.2926209,0.4022,0.7064,482,493,-3223.070399,0.5361,1.8728,582,593,-5445.292621,0.2302,0.5355
382.5,393.5,3158.467962,2.0568,2.6932,432.5,443.5,-412.9606099,0.4431,0.5786,482.5,493.5,-3190.738388,0.5275,1.8566,582.5,593.5,-5412.96061,0.2334,0.5361
383,394,3190.717912,2.2005,2.9046,433,444,-380.7106599,0.4971,0.5954,483,494,-3158.488438,0.5173,1.8388,583,594,-5380.71066,0.2344,0.5359
