(1)comp,(1)comp_ajuste,(1)raman,v_350_5-5,p_350_5-5,(2)comp,(2)comp_ajuste,(2)raman,v_400_5-5,p_400_5-5,(3)comp,(3)comp_ajuste,(3)raman,v_450_10-10,p_450_10-10,(4)comp,(4)comp_ajuste,(4)raman,v_500_10-10,p_500_10-10
326.5,337.5,-1058.201058,0.2482,1.2462,376.5,387.5,-806.4516129,0.5106,1.1961,426.5,437.5,-634.9206349,18.473,44.9699,526.5,537.5,1395.348837,0.2843,0.787
327,338,-1014.370245,0.2661,1.3292,377,388,-773.1958763,0.5436,1.0927,427,438,-608.8280061,23.85,58.0243,527,538,1412.639405,0.2816,0.7758
327.5,338.5,-970.6689175,0.2061,1.2812,377.5,388.5,-740.02574,0.6245,1.0649,427.5,438.5,-582.7948815,30.8121,74.1527,527.5,538.5,1429.897864,0.2821,0.7592
328,339,-927.0965023,0.1633,1.148,378,389,-706.940874,0.641,1.0563,428,439,-556.821058,38.986,93.0179,528,539,1447.124304,0.2828,0.7441
328.5,339.5,-883.65243,0.1628,0.9344,378.5,389.5,-673.9409499,0.7679,1.2097,428.5,439.5,-530.906333,48.349,114.8256,528.5,539.5,1464.318814,0.2915,0.7303
329,340,-840.3361345,0.2546,1.17,379,390,-641.025641,1.1733,1.9912,429,440,-505.0505051,58.5771,139.1547,529,540,1481.481481,0.2976,0.7163
329.5,340.5,-797.1470527,0.3785,1.7525,379.5,390.5,-608.1946223,1.768,3.6463,429.5,440.5,-479.2533737,70.3193,166.4546,529.5,540.5,1498.612396,0.3019,0.7009
330,341,-754.0846251,0.7329,2.9115,380,391,-575.4475703,2.8981,6.3302,430,441,-453.5147392,83.8878,198.3244,530,541,1515.711645,0.3053,0.6866
330.5,341.5,-711.1482953,1.5317,5.236,380.5,391.5,-542.7841635,4.5581,10.5747,430.5,441.5,-427.8344029,99.2391,234.0921,530.5,541.5,1532.779317,0.3099,0.6735
331,342,-668.3375104,2.5641,8.5281,381,392,-510.2040816,7.7674,18.1271,431,442,-402.2121669,116.1848,273.0327,531,542,1549.815498,0.3105,0.6615
331.5,342.5,-625.6517205,4.3678,14.9408,381.5,392.5,-477.7070064,14.4132,32.4352,431.5,442.5,-376.6478343,134.0676,314.0502,531.5,542.5,1566.820276,0.3132,0.6514
332,343,-583.090379,6.8485,23.3181,382,393,-445.2926209,23.9479,53.8745,432,443,-351.1412089,151.8884,355.7549,532,543,1583.793738,0.3152,0.6423
332.5,343.5,-540.6529424,10.7119,36.579,382.5,393.5,-412.9606099,34.7925,76.5677,432.5,443.5,-325.6920957,171.6174,401.4861,532.5,543.5,1600.735971,0.3152,0.6348
333,344,-498.3388704,16.9844,56.6668,383,394,-380.7106599,51.1961,110.2252,433,444,-300.3003003,193.1387,450.9089,533,544,1617.647059,0.3154,0.632
333.5,344.5,-456.147626,24.8235,81.8249,383.5,394.5,-348.5424588,70.7856,152.3718,433.5,444.5,-274.9656293,215.4463,502.1153,533.5,544.5,1634.527089,0.3134,0.6311
334,345,-414.0786749,33.9908,111.7638,384,395,-316.4556962,94.5607,202.4352,434,445,-249.6878901,238.7352,554.9888,534,545,1651.376147,0.3102,0.631
334.5,345.5,-372.1314865,46.3723,148.4357,384.5,395.5,-284.4500632,118.7916,256.085,434.5,445.5,-224.4668911,261.8546,607.7902,534.5,545.5,1668.194317,0.3072,0.631
335,346,-330.3055326,61.6098,192.3706,385,396,-252.5252525,144.7035,311.2647,435,446,-199.3024415,284.3459,659.7539,535,546,1684.981685,0.3039,0.6333
335.5,346.5,-288.6002886,78.3397,240.285,385.5,396.5,-220.6809584,170.9936,368.1927,435.5,446.5,-174.1943511,306.4755,710.6998,535.5,546.5,1701.738335,0.2989,0.6368
336,347,-247.0152326,94.7727,288.5261,386,397,-188.9168766,196.3448,424.8298,436,447,-149.142431,327.7557,758.9398,536,547,1718.464351,0.2947,0.64
336.5,347.5,-205.5498458,111.5662,338.7622,386.5,397.5,-157.2327044,220.4949,479.3344,436.5,447.5,-124.1464929,348.3024,805.6173,536.5,547.5,1735.159817,0.2876,0.6465
337,348,-164.2036125,127.0543,384.7075,387,398,-125.6281407,241.2955,525.6847,437,448,-99.20634921,367.9544,847.5263,537,548,1751.824818,0.2807,0.6529
337.5,348.5,-122.9760197,141.9818,425.3135,387.5,398.5,-94.10288582,257.391,557.8519,437.5,448.5,-74.32181345,385.7472,885.8874,537.5,548.5,1768.459435,0.2707,0.6559
338,349,-81.86655751,155.0214,461.0768,388,399,-62.6566416,271.3005,585.2229,438,449,-49.49269983,401.2921,918.8714,538,549,1785.063752,0.2627,0.6616
338.5,349.5,-40.87471899,164.0731,485.4924,388.5,399.5,-31.28911139,279.9471,603.2034,438.5,449.5,-24.71882338,414.5217,947.7324,538.5,549.5,1801.637853,0.2585,0.6651
339,350,0,168.8603,497.8102,389,400,0,282.46,606.8768,439,450,0,424.8583,970.8944,539,550,1818.181818,0.2469,0.6655
339.5,350.5,40.75810067,172.5914,502.386,389.5,400.5,31.21098627,275.0251,592.08,439.5,450.5,24.66395363,432.7072,987.6123,539.5,550.5,1834.695731,0.2379,0.663
340,351,81.4000814,171.3256,493.1243,390,401,62.34413965,262.287,569.5379,440,451,49.27322,437.4782,998.0435,540,551,1851.179673,0.2285,0.66
340.5,351.5,121.9264377,163.6001,467.0891,390.5,401.5,93.39975093,244.4816,530.8038,440.5,451.5,73.8279808,439.1484,999.999,540.5,551.5,1867.633726,0.2189,0.6549
341,352,162.3376623,151.6106,429.1693,391,402,124.3781095,220.5684,472.4914,441,452,98.32841691,437.3284,998.1277,541,552,1884.057971,0.2121,0.6469
341.5,352.5,202.6342452,137.6411,386.9012,391.5,402.5,155.2795031,191.1298,404.4157,441.5,452.5,122.7747084,432.4969,990.1639,541.5,552.5,1900.452489,0.2086,0.6377
342,353,242.8166734,121.4769,338.8381,392,403,186.1042184,160.0121,333.6658,442,453,147.1670346,424.7513,974.091,542,553,1916.81736,0.204,0.6259
342.5,353.5,282.8854314,104.8108,288.4448,392.5,403.5,216.8525403,130.86,268.0328,442.5,453.5,171.5055739,414.9703,954.0306,542.5,553.5,1933.152665,0.2005,0.616
343,354,322.8410008,88.3678,241.3092,393,404,247.5247525,104.415,210.5014,443,454,195.7905042,402.3377,926.8998,543,554,1949.458484,0.1989,0.6055
343.5,354.5,362.6838606,73.0519,197.3469,393.5,404.5,278.1211372,82.5414,165.4502,443.5,454.5,220.0220022,387.345,894.1238,543.5,554.5,1965.734896,0.2002,0.5931
344,355,402.4144869,59.2257,158.7333,394,405,308.6419753,62.9077,127.0016,444,455,244.2002442,370.405,857.273,544,555,1981.981982,0.2016,0.5823
344.5,355.5,442.0333534,48.0433,127.0481,394.5,405.5,339.0875462,45.837,97.5248,444.5,455.5,268.3254055,352.4407,818.6185,544.5,555.5,1998.19982,0.2031,0.5734
345,356,481.540931,36.8365,96.2479,395,406,369.4581281,33.401,80.3466,445,456,292.3976608,332.7172,775.6739,545,556,2014.388489,0.2063,0.5654
345.5,356.5,520.9376878,26.2754,68.1367,395.5,406.5,399.7539975,24.8032,60.6589,445.5,456.5,316.4171839,311.3426,728.1864,545.5,556.5,2030.548068,0.2107,0.558
346,357,560.2240896,18.1927,45.9056,396,407,429.97543,17.3266,39.2565,446,457,340.3841478,289.145,677.886,546,557,2046.678636,0.216,0.5537
346.5,357.5,599.4005994,12.1495,30.1865,396.5,407.5,460.1226994,10.0904,22.848,446.5,457.5,364.298725,266.5271,626.0726,546.5,557.5,2062.780269,0.2215,0.5496
347,358,638.4676776,7.3378,18.5772,397,408,490.1960784,5.0286,11.8023,447,458,388.1610869,244.2521,573.5625,547,558,2078.853047,0.2267,0.5452
347.5,358.5,677.425782,3.8156,10.5349,397.5,408.5,520.1958384,2.6869,6.5705,447.5,458.5,411.9714043,222.5035,523.7187,547.5,558.5,2094.897046,0.2307,0.5406
348,359,716.2753681,1.847,5.4168,398,409,550.1222494,1.3866,3.207,448,459,435.7298475,201.0541,473.4881,548,559,2110.912343,0.2348,0.5381
348.5,359.5,755.0168885,0.9752,2.8251,398.5,409.5,579.97558,1.1639,2.6747,448.5,459.5,459.4365857,180.0572,425.175,548.5,559.5,2126.899017,0.2393,0.5346
349,360,793.6507937,0.5184,1.591,399,410,609.7560976,0.8851,1.6033,449,460,483.0917874,159.5416,377.4549,549,560,2142.857143,0.2408,0.533
349.5,360.5,832.1775312,0.314,1.3195,399.5,410.5,639.4640682,0.6528,1.1808,449.5,460.5,506.6956207,139.8635,331.0941,549.5,560.5,2158.786798,0.2434,0.5303
350,361,870.5975465,0.3694,1.2549,400,411,669.0997567,0.5771,0.8873,450,461,530.2482526,121.4454,287.9897,550,561,2174.688057,0.2441,0.5302
350.5,361.5,908.9112824,0.3404,1.418,400.5,411.5,698.6634265,0.6368,1.0084,450.5,461.5,553.7498495,104.5413,248.8902,550.5,561.5,2190.560997,0.2459,0.5292
351,362,947.1191792,0.3031,1.4548,401,412,728.1553398,0.6649,1.1899,451,462,577.2005772,89.2583,213.6101,551,562,2206.405694,0.2475,0.5269
351.5,362.5,985.2216749,0.333,1.4411,401.5,412.5,757.5757576,0.6878,1.2705,451.5,462.5,600.6006006,75.7124,182.5123,551.5,562.5,2222.222222,0.2477,0.5247
352,363,1023.219205,0.3339,1.5199,402,413,786.9249395,0.7351,1.3163,452,463,623.950084,63.0192,151.3481,552,563,2238.010657,0.2473,0.5207
352.5,363.5,1061.112203,0.3706,1.5102,402.5,413.5,816.2031439,0.6996,1.2576,452.5,463.5,647.2491909,51.3324,124.2144,552.5,563.5,2253.771074,0.2483,0.5185
353,364,1098.901099,0.3439,1.545,403,414,845.410628,0.7161,1.1998,453,464,670.4980843,41.6915,100.4594,553,564,2269.503546,0.2487,0.5156
353.5,364.5,1136.586322,0.3537,1.5448,403.5,414.5,874.5476478,0.6919,1.1872,453.5,464.5,693.6969262,33.7479,81.051,553.5,564.5,2285.208149,0.2497,0.5129
354,365,1174.168297,0.3462,1.5256,404,415,903.6144578,0.6395,1.1407,454,465,716.8458781,27.2641,65.6529,554,565,2300.884956,0.2491,0.5139
354.5,365.5,1211.64745,0.3283,1.4557,404.5,415.5,932.6113117,0.5154,1.0857,454.5,465.5,739.9451008,22.2346,53.2442,554.5,565.5,2316.534041,0.2472,0.5086
355,366,1249.0242,0.3032,1.3906,405,416,961.5384615,0.3928,1.0699,455,466,762.9947544,16.9889,40.4818,555,566,2332.155477,0.2464,0.5068
355.5,366.5,1286.298967,0.2844,1.4267,405.5,416.5,990.3961585,0.2915,1.0865,455.5,466.5,785.9949982,12.4718,29.668,555.5,566.5,2347.749338,0.2462,0.5057
356,367,1323.472168,0.3019,1.3976,406,417,1019.184652,0.2477,1.1362,456,467,808.945991,9.1658,21.7931,556,567,2363.315697,0.2469,0.5042
356.5,367.5,1360.544218,0.3015,1.3797,406.5,417.5,1047.904192,0.2769,1.1286,456.5,467.5,831.8478907,6.9072,16.2618,556.5,567.5,2378.854626,0.2452,0.5007
357,368,1397.515528,0.3011,1.3766,407,418,1076.555024,0.3347,1.1298,457,468,854.7008547,5.4411,12.6196,557,568,2394.366197,0.2424,0.4956
357.5,368.5,1434.386509,0.3024,1.3707,407.5,418.5,1105.137395,0.3294,1.0953,457.5,468.5,877.5050397,4.2954,9.8002,557.5,568.5,2409.850484,0.2411,0.4943
358,369,1471.157569,0.3024,1.4025,408,419,1133.651551,0.3754,1.0751,458,469,900.2606018,2.9864,6.6318,558,569,2425.307557,0.2406,0.4943
358.5,369.5,1507.829113,0.3031,1.3433,408.5,419.5,1162.097735,0.3505,1.0913,458.5,469.5,922.9676961,2.1296,4.5986,558.5,569.5,2440.737489,0.2398,0.4935
359,370,1544.401544,0.3029,1.315,409,420,1190.47619,0.3389,1.089,459,470,945.6264775,1.5184,3.0968,559,570,2456.140351,0.2383,0.4929
359.5,370.5,1580.875265,0.303,1.261,409.5,420.5,1218.787158,0.3042,1.0565,459.5,470.5,968.2371,1.0974,2.1853,559.5,570.5,2471.516214,0.2389,0.4898
360,371,1617.250674,0.3036,1.2449,410,421,1247.030879,0.341,1.074,460,471,990.7997169,0.9688,1.823,560,571,2486.865149,0.2385,0.4877
360.5,371.5,1653.528168,0.3038,1.2649,410.5,421.5,1275.207592,0.3513,1.0771,460.5,471.5,1013.314481,0.9017,1.666,560.5,571.5,2502.187227,0.2359,0.4838
361,372,1689.708141,0.3038,1.2054,411,422,1303.317536,0.3866,1.1053,461,472,1035.781544,0.9274,1.7721,561,572,2517.482517,0.2334,0.4798
361.5,372.5,1725.790988,0.304,1.1855,411.5,422.5,1331.360947,0.4242,1.056,461.5,472.5,1058.201058,0.8825,1.7157,561.5,572.5,2532.751092,0.2308,0.4776
362,373,1761.777097,0.3043,1.1713,412,423,1359.338061,0.3923,1.0428,462,473,1080.573174,0.8546,1.6735,562,573,2547.993019,0.23,0.4742
362.5,373.5,1797.666858,0.3068,1.1636,412.5,423.5,1387.249115,0.356,1.0625,462.5,473.5,1102.898041,0.8822,1.7198,562.5,573.5,2563.20837,0.227,0.471
363,374,1833.460657,0.3126,1.1591,413,424,1415.09434,0.2927,1.0645,463,474,1125.175809,0.9175,1.8499,563,574,2578.397213,0.2204,0.4691
363.5,374.5,1869.158879,0.2984,1.0892,413.5,424.5,1442.873969,0.2058,1.0647,463.5,474.5,1147.406627,0.947,1.9445,563.5,574.5,2593.559617,0.2131,0.4671
364,375,1904.761905,0.2871,1.1093,414,425,1470.588235,0.1742,1.1179,464,475,1169.590643,0.9773,2.0045,564,575,2608.695652,0.2051,0.466
364.5,375.5,1940.270116,0.279,1.1782,414.5,425.5,1498.237368,0.1399,1.061,464.5,475.5,1191.728006,0.9894,2.0183,564.5,575.5,2623.805387,0.1966,0.4632
365,376,1975.683891,0.275,1.2713,415,426,1525.821596,0.1857,1.0308,465,476,1213.818861,0.981,1.9956,565,576,2638.888889,0.1871,0.4639
365.5,376.5,2011.003605,0.2742,1.3261,415.5,426.5,1553.341149,0.1894,0.9578,465.5,476.5,1235.863355,0.9843,1.9708,565.5,576.5,2653.946227,0.1793,0.463
366,377,2046.229632,0.277,1.2986,416,427,1580.796253,0.1811,0.8766,466,477,1257.861635,0.9787,1.9318,566,577,2668.97747,0.1735,0.4627
366.5,377.5,2081.362346,0.2831,1.2601,416.5,427.5,1608.187135,0.1881,0.8202,466.5,477.5,1279.813845,0.9697,1.9038,566.5,577.5,2683.982684,0.1676,0.4605
367,378,2116.402116,0.3051,1.1977,417,428,1635.514019,0.1774,0.7569,467,478,1301.72013,0.9543,1.886,567,578,2698.961938,0.1626,0.4598
367.5,378.5,2151.349311,0.3013,1.1164,417.5,428.5,1662.77713,0.2,0.7515,467.5,478.5,1323.580634,0.9428,1.8696,567.5,578.5,2713.915298,0.1582,0.464
368,379,2186.204297,0.3024,1.0067,418,429,1689.97669,0.1977,0.7567,468,479,1345.3955,0.9341,1.8522,568,579,2728.842832,0.1559,0.4655
368.5,379.5,2220.967438,0.2854,0.9381,418.5,429.5,1717.112922,0.2233,0.7804,468.5,479.5,1367.164871,0.9248,1.8219,568.5,579.5,2743.744607,0.1544,0.4675
369,380,2255.639098,0.2681,0.9837,419,430,1744.186047,0.2262,0.8688,469,480,1388.888889,0.9159,1.7956,569,580,2758.62069,0.1533,0.469
